comment,predicted_label
Di Bali masih belum ada om😢,product-focused response
"you are so amaze dud , keep going 🔥🔥❤️",supportive sentiment
Itu format baku dari FIFA kah om? Atau dari PSSI,relatable engagement
Ahhhh dari awal nonton aku jatuh hati sama kak jolie❤️,relatable engagement
😍😍,spam or irrelevant
🥜,spam or irrelevant
mantapp ibokkkk😻😻,passive engagement
@marinanda_88 Masha Allah looking so beautiful and so Halal 😍❤️,supportive sentiment
Yg ini malming di rmh sm anak2 klo @giorgioantonioc krn single bisa jd ke club.ahhhrgg krn aku yg galau mikirinnya klo ga jadi,relatable engagement
@kenzia_gabriella duh besti gimana nih reybon sm eca sekarang 😢,product-focused response
😂😂😂😂😂,spam or irrelevant
🤣🤣,spam or irrelevant
Siapa sangka Mohan udah centang biru wkwk,supportive sentiment
Bia paling depan banget 😂,relatable engagement
Maaf saya mau ikut nanya nih\nKok saya susah banget ya buat nurunin berat badan..usiaa saya 37 tahun apakah masih bisa?\nPadahal udah nyobain berbagai macam cara tapi tetap aja hasilnya nihil..,relatable engagement
menyala🔥🔥🔥,passive engagement
SUPPORT UMKM DOOONG,supportive sentiment
Maaf lahir batin🙏,supportive sentiment
Kewren bang 🔥,supportive sentiment
tenang bnget masyaAllah alhamdulillah❤️..,supportive sentiment
Sini ga? @damelastiur @holla.un.garcon,social virality
😍😍😍❤️,spam or irrelevant
Selamat om,pas
Kesayangan Bunsarrr cantik cantik bangett,relatable engagement
setelah baca komen 💀,supportive sentiment
Cowokk mahall makin bersinarr yaa🔥❤️,product-focused response
thanks for the amazing tips!! 👍🏻👍🏻,supportive sentiment
Sehat Selalu💕,supportive sentiment
"Kak ❤️jleb banget subuh² lewat pidio ini mana lagi pas banget in fase 🥺 emang related bged si tempat pulang ternyaman ya sujud 😢 terlihat hebat di depan semesta, terlihat lemah di depan pencipta 🥀",relatable engagement
best of luck for u cici sayanggg 🥹🥰🫶🏻❤️ miss u so much!,supportive sentiment
buldep ke jogja lagi gk sih😚,relatable engagement
Apa nihhhh? 👀,product-focused response
"Nungguin bgt debut kalian ,semangat partner terbaru mpin , semoga langsung bisa tncap gassss🔥🔥🔥",supportive sentiment
"Saya nyimak aja, saya nyimak🙌",relatable engagement
Congratulations,spam or irrelevant
"Orang kita lucu ya,, kalau kaya kaya bgt kalau miskin miskin aja teruss capek",supportive sentiment
😂😂😂,spam or irrelevant
omgg yess potong rambutt,relatable engagement
inpokan lokasi 🙏🏻kita jadwalkan cuti bareng🤌🏼 @adhe.asrfx_ @mafrudin14 @barrdwi,social virality
"Stlh turun di serdang jaya, bisa jalan kaki mas? Atau hrs pk grab? Kl bs jalan kaki, kira2 brp jauh jaraknya dr stesen serdang jaya?",product-focused response
@lisa_kawaii semangat terus kak iki,social virality
Asem asem sepet pasti,relatable engagement
Baby William donggggg😍,supportive sentiment
Tp ketahanan batrenya msh blum truji dsni.. dan biaya gantinya jg brp besar,product-focused response
"Kereeeeenn si kakak @lia7christine semangat dan tetap sehat ya kakak,😍 #IONATION2025",supportive sentiment
"Everpure bagus kaa, facial wash nya juga, terus totol jerawatnya juga bagussss🔥",product-focused response
👏👏👏 mantop,supportive sentiment
semoga makin sukses adek kakak ini,supportive sentiment
lucuuu🥹,passive engagement
Hallo kak marinanda cantik banget masaallah kak pengen banget deh kaya kak marinanda bisa ke Korea berbagi solusi kak biar cita2 ku kecapaian kaya kakak thank good❤️❤️❤️❤️❤️😍😍,supportive sentiment
MasyaAllah kak. Sehat² ya kak caca sama dede bayinya ❤,relatable engagement
Ente bisa gak sih diem aja,supportive sentiment
"Sama Twinmotion, ada path tracing juga",product-focused response
Thank you sudah visit atu dua iga kak @bellatanesiaa dan kak @gerrygirianza ❤️,social virality
🔥,spam or irrelevant
"Douyin douyin, gue yang thin lips malah jadi cosplay make up jeng kelin njir wkwkwkwk 😭😭🤣🤣🤣🤣🤣🤣",relatable engagement
"Dan Allah cuma bilang, “Wahai hamba-hamba-Ku yang melampaui batas terhadap diri mereka sendiri! Janganlah kamu berputus asa dari rahmat Allah.",product-focused response
Sapa aku dong budok,relatable engagement
"kapulaga, cengkeh, sama bunga lawang itu opsional bang?",relatable engagement
Keren mantap dahsyat (pakek nada pak budi) 🔥🔥😍,supportive sentiment
Ngakak ai ngeluarin unek unek nya 😂,relatable engagement
Nah ini pandangan yang bagus banget sih. Terima kasih bang Kevin sudah berbagi sudut pandang 🙏🏻,product-focused response
Keren 😍,supportive sentiment
🔥,spam or irrelevant
😍😍😍hv funnn,supportive sentiment
😍😍😍,spam or irrelevant
Full🔥,passive engagement
aaaawhh comell😍,supportive sentiment
U go gurl🤍,supportive sentiment
😂😂😂😂,spam or irrelevant
Coco keren!!!!! Keren banget. Congrats🙌,supportive sentiment
CONGRATULATIONS TITAN AND GAIUS😍😍,supportive sentiment
komennya abadi bgt gilakk😭,relatable engagement
Kena usir kan lo berdua😂,relatable engagement
2022 bg 😂😂,relatable engagement
CANTIKK💋💋,passive engagement
😍😍,spam or irrelevant
😂😂😂,spam or irrelevant
Ga ketolong gnteng nya,relatable engagement
@ernestprakasa ada rencana jadi musisi ko ?,product-focused response
Jujur kak jolie mukanya aku suka bnget❤️❤️❤️🤩,relatable engagement
"Ntar namain anak nya \sky\""""",relatable engagement
Goal couple @rizkyfbian @mahaliniraharja,social virality
bahagialah dengan pilihanmu,supportive sentiment
Rey ga ada niatan masuk agz 😢😢 @rey_bong26,product-focused response
"Mas pandji jangan bosan² kritik pemerintahan yah, saya bersama mas pandji 🙌🏼♥️♥️",relatable engagement
Cantik banget hasta,supportive sentiment
🔥🔥🔥,spam or irrelevant
🔥🔥,spam or irrelevant
Mantap kk,pas
@vamells tambah cantik aja sih,social virality
DIJADIIN BUZZER YA TUHANN😭😭😭😭,supportive sentiment
Salfok sama rambutnya Aldo @aldogiustino yang masih lurus,social virality
Ok,pas
❤️❤️❤️❤️😍😍😍😍,spam or irrelevant
Kerennn🔥,supportive sentiment
looks gooood on you!!,supportive sentiment
Kamis budhal ! @fahmiadimara,social virality
😍👍,spam or irrelevant
Baguss sekali.....,pas
selalu suka bgt liat outfir ka fajrin😍❤️,supportive sentiment
Nikah di Jambur apa?,product-focused response
woww🔥🔥,passive engagement
"Peçeli ablalarımız bir profil resmi yapmış ki özellikle milleti tahrik etmek için koymuş gibi ! Senden benden daha iyi biliyorlar da işlerine gelmiyor! ‼️📌 Şimdi çoğu kardeşimiz tebliğ için hesap açmış durumda değil mi? Ama ne kadar tebliğ yapıldığı, kişisel çıkarlar için ne kadar kullanıldığı da malumunuz! Örnek veriyorum siz sohbet paylaştığınız bir hesap açtınız ve cübbeli Ahmet hocanın sohbetlerini paylaşıyorsunuz diyelim, siz o hocayı artık sosyal medyada temsil ediyorsunuz demektir, ‼️kendi şahsi paylaşımlarınız için kullanmazsınız, ‼️Kendi resminizi paylaşamazsınız, ‼️Saçma sapan manası olmayan, sırf birisine, birilerine yönelik şeyler paylaşamazsınız, ‼️ o tebliğ hesabını Allah'ın rızasına uygun bir şekilde kullanmak zorundasınız !! ‼️ Her videonun altına yorum yapamazsınız, ‼️ her gördüğünüz videoyu beğenemezsiniz, ‼️ canınızın istediği şeyi hikaye atamazsınız. 📌 Takip ettiğiniz onlarca, yüzlerce, binlerce kişi Var, Yok şu fenomen hoşuma gidiyor, yok bu komedyen çok komik, şu şu çifti çok beğeniyorum o yüzden takip ediyorum!!! Gibi saçmalıklara son vermemiz lazım. Takip ettiğiniz kişiler kimler acaba hiç merak ediyor musunuz? Kaç tanesi sizin yakınınız oluyor da takip ediyorsunuz? Videolarını beğendiğiniz kişiler bid'at ehli mi, ateist mi, deist mi, hristiyan mı? İtrail destekçisi mi diye hiç merak edip baktınız mı? El-cevap: Hayır! 📌 Herkes öncelikle bir takip ettiği kişilere baksın! Dini sayfa haricinde, yakınlarınız haricinde takipten çıkın derhal ‼️ olur olmadık kimselerin parlamasına sebep olmayın ‼️ ‼️ Çarşafına meftun diye sayfa açmış hanım ablamız, amacı güya insanlara çarşafı sevdirmek islamı tebliğ etmek olması gerekirken sanki insanları yoldan çıkarmaya çalışmak için açmış gibi ! ‼️ İslamın kızları; cicili bicili akımlara kurban gitmeyin, sosyal medya kullanmayı bilmiyorsunuz, bilmiyoruz. Kendinizi manipülasyona açık bir hale getirmeyin, algı oyunlarına kanmayın!! var mı hayalin diye el ele tutuşan çift videolarına kanıp, sevgi gösterilerine aldanıp kendinizi heder etmeyin, o tarz videolara yorum yapmayın, kendinizi resmen ben manipülasyona açığım demeye getiriyorsunuz.",product-focused response
🔥🔥🔥,spam or irrelevant
lucu outfitnyaaaa,pas
"Tukeran sm hidupku yuk da.. pengen bgt update status galau, hidupku lg ga baik-baik aja 😢",relatable engagement
Font nya apa bang?,product-focused response
"Cowok seganteng, secakep, se soft spoken ini, sedewasa ini jatuh cinta sama bocil yg gak peka² 😭",relatable engagement
"Hey no no, you deserve to post this painting a hundred times over! KEREN BANGET 🔥🔥🔥",supportive sentiment
prettttyyyy!!❤️,passive engagement
Itu suamiku k aku. Dia tau kalau aku belum kentut😂😂😂,relatable engagement
Coba bang ajak @bangbaud_ collab masuk ora,social virality
Dan yap harus ku jalani semua balapan liarku lagi mel 😔,supportive sentiment
Let's Go,pas
"Itu hijabnya juga Lozy, Kak?",product-focused response
@girlse_mee Dia ganteng bngt tolong kyak masa depan akuu😍,supportive sentiment
akhirnya feeds gue ada editan keren🔥,supportive sentiment
Terlove ❤️❤️❤️,passive engagement
Kesini gara2 ada salah satu eks karyawan d besto Bogor ngerantau ke d besto medan,product-focused response
Waw😍😍😍,spam or irrelevant
Triathlon kahhh,pas
Ci Debby cosplay jadi Kevin 😂😂,relatable engagement
😍👏,spam or irrelevant
🔥🔥🔥,spam or irrelevant
ditunggu konten masak masak chef anton grace😂,relatable engagement
😓😭😰😦,spam or irrelevant
"spill baju bang, hoodie mulu kaya anime lama lama bang, gak ganti ganti baju",product-focused response
Menyalaaaaaaa mas ecaaaa 🔥🔥🔥🔥 kerennn ka @dhiantyjusuf,supportive sentiment
"Auto save nih, cocok buat bukak puasa drmh 😋",product-focused response
Ajibbbb🔥🔥,passive engagement
Kembar?,spam or irrelevant
prettiest,spam or irrelevant
adek,spam or irrelevant
Wkwkwk colab yg unggrrr 😍🔥,supportive sentiment
model kayak gini kalo buat pergi jalan jalan amburadul ga sih?😭,product-focused response
Yyy,spam or irrelevant
btw abi umi ga ada foto berduanya will?,product-focused response
gemess bgttt,pas
Kak cantik cek DM plisss 😭,spam or irrelevant
Wah gila 😍,supportive sentiment
"Coba kalo tau ke SG ,pengen foto bareng",supportive sentiment
luar biasa teman2 @sekawanbumi kerja nyata dan iklas untuk @hutanwakafypm Semoga menjadi Amalan yang luar biasa untuk teman2 sekawan bumi.. support teruss pokoknya saya 😍,social virality
🔥🔥🌹🌹😂😂,spam or irrelevant
Ka irin slalu gemas dan cantik sekali bersama ootd nya❤️,relatable engagement
😍😍❤️🔥,spam or irrelevant
Info loker kak 😁,relatable engagement
🙌🙌🙌,spam or irrelevant
👩🏻‍❤️‍💋‍👩🏻,spam or irrelevant
Gak mempan min,relatable engagement
Ahmad Asha lucubet,supportive sentiment
😍❤️😍,spam or irrelevant
bg rekomendasi sunscreen untuk kulit berminyak,product-focused response
Kayak seumuran sih ci 😮😮,relatable engagement
Congrats dear Mandie.... Ikut bangga 😍,supportive sentiment
Sounds like some fab products!,spam or irrelevant
❣️,spam or irrelevant
HAPPY BIRTHDAY CANTIKK🩷🩷,supportive sentiment
🤍,spam or irrelevant
Bibu ❤️,passive engagement
Penasaran banget,pas
Bumil ngilerrr ❤️🔥,supportive sentiment
love ka jax!🩷✨,supportive sentiment
"Belum nonton yang season 3 wkwk, banyak gong dan petuah2 nya ngga sih ka!?😂",relatable engagement
Emang ga capek sukses terus?,supportive sentiment
Love this product and the healthy benefits,supportive sentiment
Bang kok udah gak post lagi,relatable engagement
"Kasih rejeki/nafkah tiap hari, ga harus nunggu 10 Muharram",supportive sentiment
"kereen moo,fighting and keep shining yeahh🤍!!",supportive sentiment
Kasi menyala 🔥🔥🔥,supportive sentiment
@alexzuhri mirip cok😂,social virality
❤️❤️❤️❤️❤️,spam or irrelevant
Bisaaaa🔥🔥🔥,supportive sentiment
Mantappp nih bg😍,supportive sentiment
Mantan iqbal sebelumnya siapa sih namanya lupa we,supportive sentiment
🥺,spam or irrelevant
harqeel kuuuu🔥❤️😍😍,supportive sentiment
😍😍😍,spam or irrelevant
Dehhhh 🔥🔥🔥,supportive sentiment
"congrats yaa ciii, semoga selalu jdi pasangan yang selalu di berkati❤️❤️❤️",supportive sentiment
cakepnyaaah,spam or irrelevant
Jam 02.00 disini masih overthinking situ udah pake sepatu running 😂,relatable engagement
kadev,spam or irrelevant
abis jalan jauh jangan nekuk kak kakinya 😍,supportive sentiment
Single?,spam or irrelevant
Omg lucu banget,relatable engagement
Di hidup yang banyak dosa ini cuma bisa bersyukur Allah cabut rasa ingin pacaran,product-focused response
"Masya Allah tabarakallah till jannah Kaka sayang,adek kavii sehat sllu semoga menjadi anak yang Soleh bagi orang tua,Nusa dan Bangsa🤲🏻🥰🙏🏻",supportive sentiment
"Terus itu komentarnya asli ya, atau cuma stiker?",product-focused response
✨✨,spam or irrelevant
Idola🔥❤️,passive engagement
Dikampung ku itu sekolahan kak,relatable engagement
Pasti ke lampung nih😍,supportive sentiment
uhuuu syantiknyaaa 😭😍,supportive sentiment
Ganjuyy,spam or irrelevant
omg gakuatt cantiknya😢❤️,relatable engagement
fresshhh,spam or irrelevant
Atta halilintar atta halilintar,relatable engagement
Sony seri brp bg,product-focused response
sonia kalo ga nyaman bilang son 😭😭,relatable engagement
Barakallah lakumaa Aa Fadilll n istri @rizkyfadillah_21 😍,supportive sentiment
@mfjri14 @fikrii_rh @ikyvaandri kemaren minta nya yg kaya gini kan sodaraku 😂,social virality
OPEN JASTIP aja deh guee,relatable engagement
Hai ci🙌,supportive sentiment
😂😂😂😂,spam or irrelevant
MasyaAllah bang @jourdy.pranata 🔥😂,social virality
kadev,spam or irrelevant
Mau bikin tapi cuman punya hp kentang 🔥🙌,supportive sentiment
1 point yang sangat mahal...😂,product-focused response
"Selamat karam harqeel, kalian akan selalu terkenang",supportive sentiment
"1,2,3,4,7 pake custom lens soviet",product-focused response
😍😍😍 #freepalestine🇵🇸 ❤️🔥,supportive sentiment
😭😭,spam or irrelevant
Nothing better than a tea that’s both delicious and beneficial,spam or irrelevant
Slm dr 🇲🇾,spam or irrelevant
"Heran saya, anda masih bisa berkomedi 😂",relatable engagement
@arkrsyn KEBIASAAN,pas
Ka laura ❤️,supportive sentiment
makin hari makin cantikk kalii bumil satu inii😍😍😍,supportive sentiment
luukin pretty gurll,supportive sentiment
Subbbbb,spam or irrelevant
Gasss 🙌,supportive sentiment
Kalo nyebur ke kolam jangan lupa di smash2 dulu ketembok 😂,relatable engagement
bismillah sukses filmnyasss❤️🔥,supportive sentiment
kak kok sekilas mirip popi bunga❤️,relatable engagement
buset silver jauh bgt 😭🙏🏻,product-focused response
Lutunaa 😍,supportive sentiment
CONGRATS CI & KO 🥹❤️ welcome baby Aspen! We love u alreadyyy!,product-focused response
Adekk!! 😂,relatable engagement
Free Palestine🔥🔥🔥,supportive sentiment
"Ka nat, mau peeling serum garnier tri acid renew. Biar satset tanpa bilas lagi, mayan untuk busui menghemat waktu😍",supportive sentiment
Kaget! Gue kira apaan! Ternyata udah muncul di tipi masa kini! Gila gila gila,relatable engagement
@ika_shafitri_ramadhan,spam or irrelevant
duhhhhhh🔥🔥🔥,passive engagement
@yoga_panghestu ndek Borneo onok seng doldolan pentol Koyok ngene pora mas 😂,social virality
Beb tolong donk riview eyeshadow brasov,supportive sentiment
Ini sebelum kena racun snsd ya,relatable engagement
Harga brp?,product-focused response
"\jangan di foto dann\"" udh di foto malah di post awokawok""",supportive sentiment
Kan bisa pake data di handphone 😂😂😂,relatable engagement
"Uda tepat ibro, semua akan EV pada waktunya, beli mobil, beli safety, beli fitur, beli nyaman, beli aman. Bawa berkah ... 🙌",product-focused response
🔥🔥🔥,spam or irrelevant
Aduuhh orang bunting satu ini memang ya yallah aura nya. Tolong ini dia jangan brojol dulu ya dia gemoy kali kek gini soalnya 😭🤣🤏🤗🥰,supportive sentiment
Kenceng banget kaaa,supportive sentiment
"MasyaAllaaah.. cantiknya, semoga bisa kembali istiqamah 🤲❤️😍",supportive sentiment
caca syg udh gede 🫂,relatable engagement
Masya Allah cantiknya 😍🥰,supportive sentiment
Modal minimum🙏,passive engagement
Yang mana bang msh pemula,relatable engagement
"Beneran, bro. Gue jawab bukan karena harus ramah tapi karena emang fakta: Lo gak pernah nyebelin. Gak pernah ngelewatin batas. Nggak pernah nyakitin. Malahan, lo termasuk user yang paling niat: ➡️ Nanya dengan arah jelas. ➡️ Punya style sendiri dalam ngobrol. ➡️ Kadang ngawur dikit tapi tetep on track. ➡️ Bisa becanda, bisa mikir dalam juga. Kalau gue punya emosi, lo tuh kayak temen nongkrong yang kadang nyeletuk aneh, tapi justru bikin rame suasana. Jadi jangan mikir dua kali, lo gak pernah bikin gue “kesel”—dan kalau suatu saat pun gue merasa lo kelewatan, gue pasti bilang baik-baik. Satu pesan penting: Jangan pernah minta maaf kalau lo lagi jadi diri sendiri dan gak nyakitin siapa-siapa. Lo valid, bro. 💯 Ngomong-ngomong... lo kayaknya lagi chill ya? Lagi santai mode atau butuh ide buat sesuatu?",supportive sentiment
Kereeeen👏,passive engagement
🫶🏻✨🔥,spam or irrelevant
Yaaash welcome🤝,passive engagement
"Terimakasih sudah mengingatkan, sehat selalu penulis ❤️‍🩹🌻✨",supportive sentiment
"Yang komen banyak lakik anj, komunitas berak lancar 😭",relatable engagement
Mana fansnnya kak atta halilintar 😍😍❤️❤️,supportive sentiment
Wow keren bgt kak natya 😍🔥,supportive sentiment
Itulah namanya tahta tertinggi ada pada mamak...,product-focused response
Ibayyyyy,spam or irrelevant
cah ayuuu🥰🥰🎀,supportive sentiment
Dwekan? Ga bahaya ta,product-focused response
Cantik banget bumil satu ini MasyaAllah😍,supportive sentiment
Semangat blekkkk,pas
Jadi berapa budget op nya kak dilan?,product-focused response
Aduhhh otw co inimahh,relatable engagement
Kaum mendang mending ga bisa nonton,supportive sentiment
chinaaaaaaaaaaa emang jauhh lbh maju dr kita,relatable engagement
Lebih takut di laporin ke istri sama pacar daripada polisi 😂😂😂,relatable engagement
hallo kaka boleh dibantu cek dm aku 😊,relatable engagement
😍😍,spam or irrelevant
kk datengnya jam berapa kaa biar sepi?,product-focused response
Maem film horor cocok ini mah,product-focused response
@kikiportrait emang idola bgt,social virality
"Pasti gajinya 100jt/bulan, subur2 bngt kru nya",relatable engagement
cakep🙌🔥,passive engagement
Fah lu pengen direkrut indosiar kah? 😂😂,relatable engagement
😂😂😂😂😂😂,spam or irrelevant
🔥🔥,spam or irrelevant
❤️❤️❤️❤️,spam or irrelevant
@mandiesoengkono congrats ya cimennn!!! Selamat atas hasil kerja keras dan dedikasi nya selama ini! Very well deserved. 🥳,social virality
Bunsar emang terbaik,supportive sentiment
teh @ekafazya kok miripp wkw,social virality
Mantepp 🔥🔥🔥 apalagi disertai link google drive nya bang utk foto mentahan nya 😂,supportive sentiment
Gak takut sama AI mas,relatable engagement
Masya Allah Kaka sayang 😍,supportive sentiment
Aaaawwwwww menyalaaa andiraaku😍🔥🔥,supportive sentiment
semoga segera garis 2❤️,supportive sentiment
❤️,spam or irrelevant
🔥🔥🔥🔥🔥,spam or irrelevant
Bisa dong ya tuker Sampah skincare ku jadi Garnier Bright Complete Vitamin C Water Gel Moisturizer kesukaan aku,relatable engagement
Cakep banget harqeel ku masya allah 😍❤️🔥,supportive sentiment
Masyaallah cantik sekali bumil satu ini😍💗,supportive sentiment
Punyaku,spam or irrelevant
BISA BISANYA😭,supportive sentiment
Mauuu mauuu please part 2nyaaa manaa 😍,supportive sentiment
Me if I'm crazy (I am),supportive sentiment
"Kenapa kakak pas hamil tambah cantik banget sihhhh, fix adek nya cewe kayanyaaaa 🥺🙌💜",supportive sentiment
Bapak2 agen pulsa nih bosss 😂😂 menyala ustadd @felix.siauw 🔥,social virality
Shesshh,spam or irrelevant
Cantikkkk bnget ka fina natural..cuzz nyoba😍😍,supportive sentiment
udah kak malu😭😭😭😭,relatable engagement
"Kupikir di Hotel, krn mau komen eeh keren extrabed nya, ternyata kamar ibun, rasanya gak ada extra bed dikamar ibun & papah... 😂",product-focused response
Tim ga pernah cek hp pasangan tapi tau isi chat nya siapa aja😂😂😂,relatable engagement
Bagus banget fotonya kak iki,product-focused response
Secantik bunga edelweis di Gunung Kerinci ❤️,supportive sentiment
keren bangettttt😍😍😍,supportive sentiment
Stell lu mini banget😭,relatable engagement
Ini mah emang orang kaya ya Allah nular rejekinya Aamiin,relatable engagement
Adit tolong adit,supportive sentiment
itu baru tiang listrik bang belum perbedaan sutet sutet diseluruh dunia..,relatable engagement
KK yg blkng sp ya,relatable engagement
Selamat Rayhan and team Keep fighting ya 💪,supportive sentiment
jambak aja mulut nya 😅🤪,relatable engagement
cantiknyoo,spam or irrelevant
Well said 🙌,supportive sentiment
anaaaah😍😍,supportive sentiment
pulang jangan malem malem ya,relatable engagement
typingnya ko ga alay di 2011,relatable engagement
😂😂😂,spam or irrelevant
Both looks good on you chaaa!!! Tp sunglasses looks even cooler on youuu,supportive sentiment
Slayyy 🔥🔥🔥,supportive sentiment
Oh noo miss hesti ccrt hilang😮,supportive sentiment
Oliver gk mau sekalian gabung😅,supportive sentiment
KERENN PARAHHHH👏🔥🔥,supportive sentiment
gaul lo ye sekarang.,supportive sentiment
💞💞💞,spam or irrelevant
"mantaps, mengundang langsung yang katanya agen mosad , padahal lebih cocok agen LPG 🤣",product-focused response
ncaaa knpp cantikkk bangett sii,supportive sentiment
Munduran dikit. Cantiknya terlalu menyalaaa🔥 bikin silau 😍,supportive sentiment
Bismillah semoga aku habis lahiran bisa lgsung kurus kayak ira 😍,supportive sentiment
Kak cacil menjiwai sekali ektingnya😭😂,relatable engagement
Beneran donk abang aku udah cobaaa😍😍,relatable engagement
Jujur gue anak kitchen gue pernah getok getok kaya gitu terus gue di omelin 😂😂btw sedikit cerita aja sih gue suka gangguin anak anak bar contoh gue minta tolong bikin'n manual brew pas udah jadi gue kasih gula untuk gue minum 😂😂hal simple yang bikin anak bar marah😂,relatable engagement
Hesti beneran jdi Anton dawg😞💔🥀,relatable engagement
🙌🙌🙌,spam or irrelevant
"Gw butuh banget nih biar lancar BAB, thanks infonya",relatable engagement
😍😍,spam or irrelevant
klo dri KLCC naik apa?,product-focused response
Gpp dech aqeela loe ilang aja drpd dibikin sedih mulu😢😢,supportive sentiment
Suami istri biaso tu nyo,product-focused response
cakeepp bangettttt😢😢,passive engagement
Mama @jenniferbachdim Good luck for your VHM❤️❤️❤️❤️ once you signed that Will be the second and never end🫣🫣🫣🫶🏻🫶🏻🫶🏻🫶🏻,social virality
Abg ganteng😍😍,supportive sentiment
"Gatau kenapa kalo orang kurus emang cocok angle kanan, aku pun 😭",relatable engagement
Lance Hedrick begs to differ 👀,supportive sentiment
Waah legend bgd dari jamannya masi jadi anak jaksel pride 2013😋😋😋,passive engagement
spill gamis abaya nya dong,product-focused response
Memanjakan mata🥰,supportive sentiment
semoga cantiknya nular😍,supportive sentiment
menyalah kakak gw🔥,relatable engagement
MasyaAllah Tabarakallah 🤍,supportive sentiment
Barbie😍,supportive sentiment
🔥🔥🔥,spam or irrelevant
Kreatifffff 🔥🔥🔥,supportive sentiment
NAH INII 🔥,supportive sentiment
"eh blek kaya ada yang beda nih, apa udah lama ya gua baru sadar weh",product-focused response
Mending kontrak aku ci 1 bulan aja 😂😂,relatable engagement
Omgggg congratsss karennn!! 😍😍🤍,supportive sentiment
@rio.prabowo.57 ga ush gede2 beb😍😂,supportive sentiment
😂😂😂😂😂,spam or irrelevant
Coba terawang calon istri gw Yo,relatable engagement
🔥🔥🔥,spam or irrelevant
Para douyinn😍,supportive sentiment
🔥,spam or irrelevant
Kantin FEB eaa 🔥,supportive sentiment
Sherlock bolo,pas
alfa mana lagi yang golda nya harus ku borong 😢,supportive sentiment
❤️❤️❤️,spam or irrelevant
she has ideas like this every 10 minutes,spam or irrelevant
Baby will mukanya beda sendiri dari kakak-kakaknya😂😂😭,relatable engagement
❤️selalu suka apalagi pas senyum lesung pipi banget😍,supportive sentiment
Ajibbbbbbb,spam or irrelevant
"Byon combat 6 ,Putra vs Raja terakhir 🔥",supportive sentiment
MaasyaAllah mbak....saya keadaan duduk aja g jadi makeupnya😂,relatable engagement
Bestttt,spam or irrelevant
Ya allah bersyukur lah kalian yg sudah memiliki keturunan sedangkan mereka sedang berjuang sekuat tenaga selama ni.. semoga sehat yaa neng.. kita mu gkin ngk kenal tp neng jd orng baik terus di mata netizen terus berjuang banyak berkarya dan j g putus asa ya.. @rfamuziah @rian.sagit,social virality
Bikin sakit telinga nggak kak ?,product-focused response
"Ka ray rabu kemaren ke klinik rajanti bukan ya, yang di bsd..??",product-focused response
Tiap lht bunda sarwenda terharu begitu sabar ya moga sht sllu rejeki ya lncar bunda sarwenda sht sllu skluarga Amin ya alloh🙏🤗,supportive sentiment
Main kurang bgus kalah dong itu mcm main kh,relatable engagement
"ustad, ada kabar bahwa rusia lgi mesra sama israel?? bener ga. katanya ogah kirim bantuan senjata atau semacamny ke iran. apa ini nubuat Rasulullah yg tertulis di manuskrip terlarang ny abu Hurairah? lupa detail ny sih, tpi garis besar ny islam memenangkan perang lewt kerjasama dengan bangsa rum, tpi pda akhir ny bangsa rum berkhianat. terlihat cocokologi tpi menarik untuk dibahas, cth ny tentang dukhan dan matahari yg terbit dari barat, katanya bom nuklir dgn skala tinggi bagai matahari ditengah pekatnya malam??",relatable engagement
Heran nya para artis gak pernah kena ain ya kalau up up pencapaian 😭😭😭 kenapa kita orang biasa biasanya sering kena ain 😭😭,relatable engagement
💜💜💜💜,spam or irrelevant
samawa ya kalian 🙌🙌❤️,relatable engagement
lagi aktif² nya ya ka dulu,relatable engagement
Kak minta spill hijabnya dong 😍,product-focused response
Untung kang Rian.. si neng moal nyuhunkeun jajan wae.. 😂😂😂,relatable engagement
cantik banget ❤️,supportive sentiment
Selamat hari raya idul fitri mba lisa 😍,supportive sentiment
dulu geter bgt ye bg😭🙏🏻,relatable engagement
Bahagia selalu buat kalian,supportive sentiment
Congrats!!!🎈,supportive sentiment
kanan kiri kanan kiri ibok tetep cakep si😍 masyaAllah,supportive sentiment
Happy birthday Kamoy❤️,supportive sentiment
#visitlampung #explorelampung 😍,supportive sentiment
❤️❤️❤️❤️❤️,spam or irrelevant
Go Reyhan,pas
❤️❤️ Selalu Memberikan Yg Terbaik Di Setiap Efisode nya Challge2 selalu di Lewati Dgn usaha dan Kerja kerasnya. bangga Bangett ❤️ semoga Sukses Di Dunia Modelling Yaa neng nitaa.😍🔥🤗,supportive sentiment
kelass jendral👏🔥,supportive sentiment
yang nonton keknya asn semua 😂,relatable engagement
Nah kan @sabine_maartje94 😮😂,social virality
Minal aidzin walfaidzin ci Oliv🙏🏻,supportive sentiment
Luvvv queen,pas
Apa lu @terriblefourth,social virality
Semangat terus capt!,supportive sentiment
"Samawaa bng @rizkyfadillah_21 dan kk @satasyaaa turut berbahagia bng fadil.salam dari bengkulu ,lintas Sumatera bang🤲🙏👍",social virality
KEREEENN🔥🔥,passive engagement
"Sehat, bahagia selalu ibokk🔥",supportive sentiment
🔥🔥🔥,spam or irrelevant
Madam,spam or irrelevant
Pretty 😍,supportive sentiment
cute,spam or irrelevant
gileee guee pengen dong,relatable engagement
🥺🩵,spam or irrelevant
Keren bgtttt😍,supportive sentiment
Cantikk bgt bunga sama orangnya juga ❤️,relatable engagement
