post_caption,predicted_label
Asikin aja ✌🏻 . . Thx @motret.ui 📸 #berllianmarsheilla #bandung #bandungjuara #jabarkahiji #bandungbankbjbtandamata #bandunghits #volleyball #voliindonesia #soulnusantara,engagement-inviting
"training with partners for the tournament on July 8th, 12th & 20th. support me ya guys 🙏🏻🤗💪🏻 #berllianmarsheilla #padel #fromvolleytopadel",personal storytelling
"Jadi kk ezar lagi ngamuk marah karena maksa mau minum thai tea punya mamahnya, aku ga bolehin karena ada pemanis buatan yg nantinya akan berdampak mengganggu tumbuh kembang si kk di masa yg kita tidak pernah bisa prediksi. Jadi disini aku cuma bisa nunggu kk supaya dia kelola emosinya dulu sampe sedikit tenang baru aku ajak ngobrol walau aku tau si kk blm paham benar tapi setidaknya ada efek yg dia bisa ngerti klo dia salah. Alhamdulillahnya disuruh duduk mau, disuruh lap air matanya mau, disuruh peluk mau, disuruh cium juga mau. #akubukannikitawilly #berllianmarsheilla #aezargarafysaputra",personal storytelling
World is full of places🏝🤍 . Angel’s Billabong is one of the unique spots on the West Coast of Nusa Penida. The crystal clear water allows you to see the patterns and textures beneath the surface! This place is epic😍,personal storytelling
Still can’t get over this moment🤍,no meaningful message
Something different from Bali. This place is wonderful🤍 #bali #baliexplore,no meaningful message
They say this summer’s the hottest one yet… Paris took that personally🇫🇷,no meaningful message
Postcard from🇫🇷,no meaningful message
"Iseng tanya ke Gemini Live di Galaxy S25 Ultra: ""Tren sosmed apa yang lagi rame?"" Muncul deh ide ""What I see vs What I take"" 📸 Langsung gas bikin kontennya, mumpung kameranya 200MP + ada lensa tele! Kadang ide tuh gak perlu ribet—tinggal gali dari AI di hape sendiri Kalian paling suka explore fitur apa di smartphone? Cheers! #GalaxyS25Ultra #GeminiLive #WhatISeeVsWhatITake #SamsungAI",product-focused
"Hape kece gini masa dilewatin sih? 😍 HUAWEI nova 13 Pro ini stylish parah, depan-belakang sama-sama cakep! Selfie? 60MP ultrawide broo 📸 Belakang? 50MP + OIS + bukaan aperture bisa diatur, hasilnya mantap di segala kondisi! Dan tenang... soal aplikasi Google mah GAMPANG! Chrome, WA, IG, YouTube sampe app banking — semua ADA! Udah stylish, jernih, aman pula. Masih ragu? Sayang banget sih! #HUAWEIAppGallery",call-to-action
"Laptop tipis, ringan, tapi isinya gak kaleng²! Lenovo Ideapad Slim 5 ini udah pake AMD Ryzen™ 7 7000 series, layar cakep, port lengkap, body premium. Mau kerja, ngedit, sampe ngegame ringan? Gas ajaa ⚡ Cocok buat temen² yang sering kerja mobile tapi gak mau laptop lemot! @lenovoid #LenovoID #IdeaPadSlim5 #AMDRyzen #Ryzen7000 #Ad #LaptopTipis",product-focused
"Naik motor, kerja outdoor, kena hujan, jatoh pula… masih aman!? OPPO A5 Series emang #JagonyaBertahan sih! Dari tahan air sampe tahan banting, cocok buat kalian yang aktif di luar. Coba tebak harganya berapa? Tulis di komen ya! #OPPOA5Series #JagoTahanAir #JagoTahanBanting #JagoTahanLama",product-focused
"Gak ada caption gimana² sih, intinya ini cth foto mode auto sama portraitnya Honor Magic V3 aja yg gak pake edit² lagi ataupun filter² lagi. Gmn mnurut kalian, bagus² aja kan? Hahahahaa",product-focused
"Terima kasih, Tanah Papua! ❤️🇮🇩🙏 #PONXXPapua2021",no meaningful message
INDONESIA RAYA DIKUMANDANGKAN DI QATAR! 🇮🇩🫡⚽️👏🏻,no meaningful message
"Best of Sports TikTok Awards 2023!✨🏆 Yeaayy so gratitude! 3 Tahun berkarya di TikTok with passion in sports, mengimbangi semua ups & downs kehidupan as an athlete dan juga sebagai content creator.. Tapi di 12 Oktober 2023; Timboi dipercaya untuk bawa pulang Piala TikTok Awards ini dan juga masuk nominasi Creator of The Year 2023🥰 What a NIGHT to REMEMBER!!! Semua terasa begitu cepat because i love doing this!🥹 dan semua itu berkat kalian yang percaya dan support karya-karya Timboi🫶🏻 TERIMA KASIH BANYAAKK @tiktokofficialindonesia dan @officialrcti ✨ telah mengapresiasi kita semua content creator dengan Awarding Night yang luar biasa ini! Piala ini aku persembahkan untuk teman-teman content creator di Indonesia, keluarga, team TikTok Indonesia pastinya mas @rasyidhidayat @not_jasonlee dkk, sahabat dan kalian semua ikan-ikan Timboi 🐟💎🙋🏻‍♂️ CAN’T DESCRIBE THIS FEELING! Perjalanan masih panjang & ini jadi another milestone buat Timboi untuk terus dan teruuusssss berkarya🚀 bisa jadi inspirasi & kasih impact yang positif untuk kita semua Amin😇 MUCH LOVE!💙 -Timboi",personal storytelling
"“Empowering Athletes, Inspiring the Nation.” 🇮🇩📸💪🏻 Seneng banget hari ini Timboi dapet kesempatan untuk sharing pengalaman di TikTok Workshop, kolaborasi @tiktokofficialindonesia X @timindonesiaofficial 🙋🏻‍♂️ Semoga makin banyak atlet-atlet Tim Indonesia yang berprestasi dan bisa sharing pengalaman mereka lewat konten di TikTok. Harapannya agar bisa menginspirasi atlet-atlet muda di Indonesia agar mampu explore talenta mereka lewat olahraga ya.. Semangat terus atlet Indonesia!👊🏻❤️",personal storytelling
"Tidak pernah terlintas di pikiran saya sama sekali bahwa saya dengan percaya dirinya adalah mungkin satu-satunya anak muda Kalimantan Timur yang pernah bermain di lapangan legendaris old trafford. Sebuah kehormatan bagi saya bisa merasakan rumput, atmosfer, udara, suhu, dan tekanan yang ada di lapangan legendaris ini. Kalo di ingat-ingat saya hanya anak kecil yang hobi bermain bola di padang pasir, pinggir jalan raya, lapangan rumput yang tebel yang tiang nya dari sendal/batu dengan teriakan dari emak yang mengakhiri permainan, kini bisa merasakan langsung magisnya dari old trafford. LARI MEMBAWA KU SEJAUH INI, TERUSLAH BERLARI TEMAN-TEMAN Jangan mati sebelum bermain di old trafford 🔥 @konami @efootball",personal storytelling
"one day or day one‼️ Slide terakhir foto awal badan ku mulai kebentuk, gak terasa udah sampai sejauh ini, bersyukur banget berani memulai keluar dari zon nyaman. Suatu saat nanti atau memulai sekarang? Tentukan pilihanmu teman.",engagement-inviting
"Terima kasih atas sambutannya teman-teman semua nyaa, jujur sebuah kehormatan bagi saya bisa lari bareng dengan kalian semua nya, tidak pernah menyangka bahwa ini jalan yang Tuhan berikan pada saya dimana saya yang orang gagal diizinkan untuk memotivasi teman-teman semuanya. Semoga ke depannya bisa mengunjungi teman-teman di seluruh Indonesia. Jangan pernah takut untuk bermimpi yaaa. Slide 1 Lari bareng di Teladan,Medan Sumut Slide 2 Lari bareng di Gor Pancing Medan Slide 3 Lari bareng di Jasdam Sumut Slide 4 Berkunjung di SMK Teknologi Balam Slide 5 Lari Bareng di Lapangan Benteng Medan Slide 6 Lari bareng di Stadion Pakansari Bogor Slide 7 Lari bareng di Stadion GBK Jakarta Rolan Sihombing Dimari, Ada Bang Rolan Jangan Lari!!",personal storytelling
ASMR Adidas Adizero Adios Pro 4🤤,no meaningful message
Jadi adalah sepatu running yg lagi rame dan sepatu yang ku kasih ke davin bocil yang bisa lari pace 4 itu,personal storytelling
Team boombastic side eye 👀 yamaap 🙋🏻‍♂️,no meaningful message
Pingsan Independent #behindthescenes 🎬,no meaningful message
Nyemplung dikit gangaruh 🙋🏻‍♂️,no meaningful message
Petuah elite global setelah nnton Squid Game 3,no meaningful message
demi rezeki lancar tahun ini ya kaaaan!!! jgn lupa bahagiain keluarga kalian Minggu bsk ❤️,no meaningful message
pare megalodon hadir pemirsa!!!,no meaningful message
"ayolah ajakin ibu kalian liburan, dan jangan lupa pesan semua kebutuhan kalian di @traveloka.id",engagement-inviting
GEMES BANGET WOY!! collab paling lucu 🐤🐥 kalau mau tau detailnya cek aja di akunnya @tomorocoffee.id ya guys,product-focused
"DISCLAIMER: akutuh aslinya introvert, tapi aku enjoy banget di sini! aku juga bingung kenapa bisa gitu 😅 love it @simplicitybysora",personal storytelling
Aku Sambil Nangis Nulis ini😭Terimakasih Buat Diriku Sendiri Sudah Bertahan Sampai Detik ini❤️ #asrindabasrii #percobaanasrinda #jalanjalanasrinda,personal storytelling
"serta mulia to me, brithday di gacoan #fyp",no meaningful message
Selamat Ulang Tahun🫂,no meaningful message
Djawatan mirip banget kayak di film2😭,no meaningful message
what a way to end 2024… hello 2025! 🥳🎆,no meaningful message
Bener2 uji mental + panas terbakar 🤯🔥 #yukachan #kalimantan,no meaningful message
Prank yuka-chan #yukachan #comedy #prank,no meaningful message
Ikutan bikin trend pixie dust ✨ #yukachan #trend #experience #experiment #pixiedust #comedy #minivlog #science,engagement-inviting
Yuka-chan’s bday 🎂 #yukachan,no meaningful message
"badan berisi ikut2 lari emang sanggup? sanggup lah. lari dari kenyataan udah biasa, lari 10K hampir cut off time kapan lagi wkwkwk 😭❤️",personal storytelling
Minggu sehat dan ceria. Jakarta International Marathon mendung nan syahdu tapi tetap 🔥 #btnjakim2025,no meaningful message
misi bang siap salah 🫡🫡,no meaningful message
Best birthday present ever ! slide to see our Surprise 🥳🥳🥳🥳🥳 #12weekspregnant yuhuu 😜😜😜,no meaningful message
"our favorite HYPTEC HT features! kalo kalian, paling suka yang mana? 🙈🤍",engagement-inviting
serah kau ajalah neng 😒 . #riansagit,no meaningful message
"yang mau kursi rodanya jangan yaa, cuma punya satu! gak dijual 😛 . #riansagit",no meaningful message
dikira wastafel kali mulut aa 😤 . #riansagit,no meaningful message
jagoan capit comeback 🥰 . #riansagit,no meaningful message
Terserah kau ajalah neng! Pusing aku 😫 . #riansagit,no meaningful message
Ur number one girl ☃️🌨️ Bantu pilihin prof pict baru dong gengss 😘 . Photoshoot by one & only @posergirl.id 🤍 Makeup by me,product-focused
"@aespa_official - Dirty Work 💰💰 . . Pas belajar koreonya, wow technical sekali! Bukan yg hafalin 1,2,3 kelar. Banyak hit & poppingnya. Tapi justru itu yg seru sekalian belajar hue",personal storytelling
"Ga rugi bawa2 sampah ke JxB!! Kalo kalian punya sampah bekas skincare, mending langsung bawa ke boothnya @garnierindonesia di Jakarta x Beauty (JxB), JCC hall B. Lumayan bisa dapet freebies dan sekalian jg belanja disana soalnya ada banyak diskon sampai dengan 66%!! #GarnierJXB2025 #JakartaXBeauty2025 #Skin",personal storytelling
Kasih tau pak!!! ex security club dilawan💪🏻 Komen kalo mau liat BTSnya wkwk,personal storytelling
Twinny eonnie 😋🤏🏻,no meaningful message
Cant choose the best one so i posted it all 👌🏻🤪 PS YG FOTOIN JAgo & GANTENG BGT 😗 @jeromepolin ✨☺️ Terimakasih!!!,personal storytelling
Gituu lohh,no meaningful message
你好不好🥺,no meaningful message
Kalo kalian apa barang yg wajib dibawa kemana2 ??? A.parfum B.gincu C.pensil alis D.isi sendiri 🤣🤣🤣 . Aku sih semuanya yaaa wkwkwk.. tp asli ini parfumnya mewah2 banget 😍,engagement-inviting
Bingung bikin caption. Bantuin dong 🤔,no meaningful message
Jerawat jangan dipencet2!!! Pake acne patch dari @everpure_id aja biar cepet sembuh tanpa harus dipencet2 😍 . Udah murce banget & super tipisss buat aku yg suka makeup jadi samar hampir gak keliatan 👍🏼 . . #jerawat #acne #acneproneskin #acnepatch #solusijerawat #skincare #everpure,product-focused
Beginilah aku klo makeupan di mobil 🤪 . Besok makeupan sambil ngapain lg nih ??? . . . #makeup #makeuptutorial #makeuphacks #prj,engagement-inviting
Udah mulai terpadel-padel 🤣🤣🤣,no meaningful message
"Kalo sabun cuci muka kalian abis next wajib coba ini!!! Baru kali ini aku nemu face wash yang pake lamellar foam 🥹 Busanya beda sama busa2 lain karena strukturnya sama persis sama kulit asli kitaa, jadi pas kena kulit ga ngerusak skin barrier, gabikin kering apalagi ketarik 🥹 Dan cuma 40 ribuan??? Fix kudu cobain sih 😭🫵🏻 #facewashemina",product-focused
"Penemuan toner aku akhir2 ini yang ternyata BAGUS BANGET??? 😭🤌🏻 Kalo Rice Toner mungkin udah sering denger, tapi Rice Oil Toner?? Kamu sih GONG kata aku @hayejin_indonesia 😭👏🏻 Di tonernya ada 2 lapisan gitu lapisan cairan sama oil, jadi setelah dikocok pake ini aja tuh lembabnya udah kayak pake skincare berlayer2 😭🫰🏻 Ngeboost collagen iya, dan paling penting bikin hydration & kadar oil di kulit jadi BALANCE. Jadi buat geng kulit kering atau oily dehidrasi, even bumil atau yang cari toner buat anti aging, PLIS MASUKIN INI KE WISHLIST KALIAN OK!! 🫶🏻🫶🏻🫶🏻 #CardiBOilToner #CardiBMoisturizer #HAYEJINOilToner",call-to-action
ada yang menyembul tapi bukan umbul-umbul 🦭 _ 📌 hijabnyah warna soft sagee link bio 139 💕,product-focused
"ciput andalan tiap hariyy 🎀 Ciput oh ciputttt akhirnya pencarianku berhenti di ciput inihh 🫶🏻 Udah coba macem2 bahkan yang lebih mahal pun tetep ujung2nya sekarang cuma ini yang kepake. Ga geserr, ga lari2, ga bikin budeg, bahan cutting semuanya pas pokonya 😭🫰🏻 _ Ciput @lozyhijab x Bianca | link bio 152 🎀",personal storytelling
"throwback pertama kali pake tag pink dan resmi boleh duduk di kursi prioritas buat bumil 🥺💕 waktu itu adek masih setitik, sekarang udah mau 4 bulan ajah 🥺 #masyaallahtabarakallah💕 _ 🏷️ bag: @samo_ondoh 🏷️ sweater: @bykoshkosh_po 🏷️ hijab: link bio 139/ beige 🏷️ ciput: link bio 152",personal storytelling
"[THE BIRTH] the moment we heard his first cry, we started crying of relief and happiness. He’s finally here - perfect, whole, and ready for the world to love him 🥰👶🏻 selamat datang ke dunia, Aspen Miles Ong. Baby boy of Titan Tyra & Gaius Ong 💙 thank you to the staff at @rspondokindah Puri for the swift and warm service. You helped deliver a beautiful healthy firstborn for us 🥹 Photos by @arlaproductions @michelletumewu #aspenmilesong #birth #tigafam #titanandgaius #titangaiusongoing #tigababy",personal storytelling
"almost 3 years of building #TiGaHouse, yes it was a lot of blood sweat and tears from hubby and I… but I owe this to you guys who supported me. di instagram story sering bahas rasa bersyukur kepada kalian, tapi disini ingin berterima kasih kepada temen temen yang sudah dukung karir aku, kami ga akan di posisi ini tanpa bantuan kalian 🥹🙏🏻❤️ dan juga kepada tukang tukang yang banting tulang beberapa tahun ini, aku mah apa lah santai di ruang ber-AC tunggu rumah jadi. yang beneran di lapangan pake tenaga fisik untuk bantu bangun rumah impian kami, terima kasihh🥹 tagged my main vendors in the video, check them out! : ⏭️ architect and ID, building contractor, furniture contractors #TitanAndGaius #dreamhouse #houseinspiration #modernminimalist",personal storytelling
"just fyi, breastfeeding moms like me are sucked dry and hydration everywhere is a problem, including my lips! so i’m happy I get bring some life back 😋👄",personal storytelling
Full protein day 🔥 📍atu dua iga 😂,no meaningful message
Tragedi sol sepatu copot ditengah jalan 😂 Tebak ini eps berapa ny food date?,engagement-inviting
"📍 Soro Moroseneng, lebak bulus 1 no 17 (sebelah alfamart) rumahnya hampir ga kliatan soalnya nyempil gitu gemoy! Harga perporsinya 25k tanpa nasi, pake nasi 30k",product-focused
Rose rabokki 🔥 -air sekitar 1L -2sdm gochujjang paste -2sdm gula -2sdm kecap asin -2sdm gochugaru (bubuk paprika) -150ml susu tiga sapi -1sdm mayo kewpie -sosis elprimo sapi keju -fiesta oden -samyang rose chicken buldak -meg cheese slice warna ijo -bisa tambahin gula sama garem kalo kurang di akhir Edited · 1w,engagement-inviting
Sangat relate dengan trend ini 🙂,no meaningful message
“Shine is my favorite color” - Marc Jacobs.,no meaningful message
✨LAY LOW AND BOSS UP✨ Muse @ina.marika Capture @aldosinarta MUA @estherkwanmua Hairdo @pingsbraid Stylish @Revashion Managed @firstmg,product-focused
Best niche fragrance that i absolutely lovee! @penhaligons 🥂 So unique because they using high quality ingredients and with a sense of artistic flair that is unparalleled. Every scent has its own story that blew me away! I surely believe that @penhaligons is the literal meaning of ‘art of parfumery’! 📸: @arrofimoez,product-focused
You’ll never go wrong with MAREEKA🤪💋,no meaningful message
Mood: Dame un GRRR 💥💋 #Grrr,no meaningful message
"back for round two. grateful for the chance, excited for the journey — one set at a time. 🍀 sedikit late post gapapa yah? hehe.",no meaningful message
"Appreciate the warm welcome, Batam. Shoutout to AXIS Esports Labs🎮💙",product-focused
"wrapped in denim, kissed by the sea breeze. 🌊 kalau lagi sendiri di tempat kayak gini, kamu mikirin apa?",engagement-inviting
"Kalo kalian di posisi ini, apa solusinya? 🤨 Coba komen di bawah 👇🏻 @cindyyuvia @michelleeeck99 #TembakLangit #TembakLangitClub #NewEraOfBreakbeat",engagement-inviting
"Behind every woman’s dream, there’s the love and support of her husband and children, who keep dreaming and fighting together. Thank you 🫶🏻 Kebaya & batik are from @ivory.studiortw @oviivory .",personal storytelling
"Ketika kamu berpikir , “gak bisa”, coba deh ganti dengan kata “belum bisa”. Karena gak bisa itu akan berhenti pada titik untuk berhenti belajar. Sebaliknya kalau kita berpikir “belum bisa”, maka prosesnya berlanjut pada langkah, “aku butuh belajar apa, aku butuh melakukan apa, aku harus bagaimana?”. Growth mindset itu implementasinya bukan cuma soal pekerjaan, tapi setiap pembelajaran dalam kehidupan. Kadang hal simple, mudah, tapi namanya mendadak dan berubah-ubah pasti akan memunculkan reaksi gak siap, cemas, & stres duluan. Jadi, semangat ya teman-teman! Siapapun kalian, apapun yang sedang diperjuangkan, jangan berhenti pada kata gak bisa, tapi belum bisa, dan ayo coba lagi ya 🙌🏻 Semoga bermanfaat!!! #TalkaboutLife",personal storytelling
"Sering bahas soal resiliensi, tapi sebenarnya… ‘gimana sih cara menerapkannya secara konkret #inthiseconomy ? Buat yang lagi butuh video ini, semoga bermanfaat ya 🙌🏻",engagement-inviting
"Ternyata… “kita nggak perlu jadi istimewa dulu untuk memulai personal branding”. Kenapa? Karena flashback ke 2015, di umur 26 tahun, ketika di titik merasa “aku bukan siapa-siapa, gak ada yang percaya karena aku masih sangat muda. Bahkan, ketawa sendiri liat logo pertama APDC yang entah gimana itu itu edit sendiri atau gimana ya dulu… 😆 10 tahun berlalu… here she is , Analisa. What she’s been doing, what she wanted people to know about her. And turns out, she’s been building her personal brand all along. Consistently. Influence without authority. Aku percaya kalau personal branding itu bukan melulu soal pencitraan, tapi tentang menyampaikan value & showing up with purpose. Sampe ketemu di kelas online ini ya, more info @apdc.academy 💛",personal storytelling
"Skill pas pasan, Gaya internasional🤟",no meaningful message
Seminggu 5x ke PRJ🤟✨,no meaningful message
"coba spill dong isi kulkas kalian apa 🤭🫶🏻 Apapun makanan nya, aku udah yakin untuk menggunakan Colgate Total buat perlindungan antibakteri selama 24jam! #ColgateTotal #PastaGigi #AntiBakteri #24jam #PencegahanAktif",product-focused
Seru puol malem kemaren ikut tradisi malam 1 suro✨,no meaningful message
"Makin tahun, makin seru @jakartafairid ga pengen pulang plisss, apalagi sambil nyantap @indomie di Noodle Market yg keren bgt😭🫶🏻 #IndomieDiJFK2025 #JakartaFair2025",product-focused
Love Daddy hanya di @maxstream.tv PH: @ekomando_official Excutive Produser: @ekopatriosuper @sodadude_20 Producer: @rezaditya17 Creative Producer: @iqbal_manprod Linepro: @dhiantyjusuf Toni komando Director: @sondang.pratama Dop: @andriprilana Art: @degajavas Makeup&costume: @ogheholic Story: Erick Komando Script writer: @anggaharyono_ Music & Scoring: @arief_blingsatan @blingsatanofficial Producer post: @nickosilfido Postpro: @klover.colour Edited · 58w,engagement-inviting
"Udah tau @merasteak ? 📍Mustika Jaya, Bekasi Timur",no meaningful message
"Geneva, Switzerland",no meaningful message
"Ongkis & Me 😍 • • • Java & him 😍 • • • Having a soulmate isn’t always about love, you can also find one in a friend • • • 📍: @pegasusstable 🕺: @rezaditya17 Edited · 1w",personal storytelling
🍃,no meaningful message
After 15.000 steps be like : 🥴,no meaningful message
Airport fit check.,no meaningful message
🍂,no meaningful message
Reflections powered by @xiaomi.indonesia #Xiaomi15,product-focused
Manusia Plastik 🎀 Muse @tiffany_jolie MUA & hair @wickkyhalimofficial_ Photographer @darwin.hazel Studio @hazel.rentstudio Stylist @axels.work Wig @andyyanata,product-focused
"Jolie is back! 🐝 . . . . . . . . . . . . . Thank u @intm_nettv @netmediatama for the once in the life time opportunity. Sungguh perjalananan yg sangaaattt tdk mudah buat jadi bagian dari INTM C2, tapi aku bersyukur banget… Apalagi bisa ketemu kak @lunamaya @panca_m @ganegani dan @ivan_gunawan yg uda bantu aku wujudin mimpi terbesarku, sebagai Jolie yg lebih dari sekedar model iklan. Terima kasih jg buat family, friends dan fansss akuuuu @jolie_intm @bibirnyajolie @jolie_starrr @joliefanpage.id @joliefanbase_ @team_jolie.intm @jolie_intmc2 @teamjolie.id (sorry ndak bs kusebut satu-satu, kebanyakan😳, pokoknya luv!) Dan untuk temen2 model, thank you so much for keeping up with me selama kompetisi. Ini baru awal dari chapter baru, the new JOLIE! 📸: @denymirrorcle 💋: @wickkyhalimofficial_ *jangan lupa nonton youtube aku! Di chanel “tiffany_jolie” Besok juga ada live ig, pantengin aja insta storyku untuk info lebih lanjut. ❤️",personal storytelling
"Awal keluar di top 6, jujur, sedih, “seriusan jol? Sampe disini aja? Setelah smua yg ud dilaluin? Worth it?” . But YOU GUYS, #TEAMJOLIE, my SUPPORT SYSTEM, OMG, is it for real?! Dari semalam kek ndak bisa tidur, saking senangny, cubit diri sendiri, lagi mimpi gak sih? Terima kasih buat semua feed back positif, dukungan bejibun, tangis air mata yg kluar krn episode kemarin. TERIMA KASIH telah menjadi teman ku… Aku sudah tidak sendiri lagi… ❤️❤️❤️ 📸: @denymirrorcle 💄: @wickkyhalimofficial_ Edited · 172w",personal storytelling
Bukan vertigo tapi VOGTIGO 😝 Video by @azulpratama19 @anggajanwarisdo @mgphoto202 @muhammadgnwn7,no meaningful message
jadi siapa yang kemaren ngira kita nikahnya cuma konten?! 🫵,no meaningful message
ga lagi lagi deh gua ngebantah omongan orang 😮‍💨🥺 #vfx #magic,no meaningful message
"Demi mendapatkan perhatian tanpa henti, teknologi telah mengorbankan kedamaian pikiran kita 🙃✨#vfx #magic",no meaningful message
Siapa yang siap jadi pembalap handal? 💨 Cobain efek #F1TheMovie di YouTube Shorts dan tunjukin aksi kalian! Komen di bawah kalau kalian berhasil jadi juara 1! 🏁 Udah nonton filmnya juga belum niih? 🤔🔥 Gas nonton #F1TheMovie di bioskop sekarang!! #sponsored,engagement-inviting
ketika Ai ngeluarin uneg-uneg wkwk maap yaa cet jipiti 😭🙏,no meaningful message
#Sofareact 01,no meaningful message
Gilaaa!!!,no meaningful message
Terbaik ga tuhh??,no meaningful message
agak mlenceng sih dikit,no meaningful message
Sip 👌🏻,no meaningful message
Ambil yang penting penting aja. Thankyou @kyouhobbyshop udah mau di maling 🙏🏻,engagement-inviting
Alasan pria punya banyak teman 😁😁,no meaningful message
Konflik batin,no meaningful message
Ternyata #BlokeesUltraman keren juga ya Thankyou sudah meluncurkan ke rumah gue 🙏🏻 @kyouhobbyshop,personal storytelling
Pokemon battle kalau trainernya pinter: Keren banget asli nih Pokemon dari @blokees.official yang mana favorit kalian dari ketiga Pokemon ini? #blokees #blokeespokemon,engagement-inviting
P info sparring?!? #basket #basketball,no meaningful message
"Lu nonton one piece, lu punya kuasa ✊ #onepiece #demonslayer #anime #wibu",no meaningful message
Jujur belom cocok si gua setelan begitu :) #bapak #bapak,no meaningful message
Semoga dapet cuan!!!!,no meaningful message
Kerja di BMKG kali yak…. #hujan #onepiece #nami,no meaningful message
Terima kasih dan salut untuk para public Figure yang selalu Mendukung berbagai cabang olahraga Indonesia 🔥 match yang super seru dan gokil bersama @desta80s @raffinagita1717 🤩🥂 Legenda ganda putri kebanggan Indonesia kak @greyspolii yang selalu menginspirasi 🥰🌟 Apapun acaranya harus bang @radotvalent MC nya 🤪 Sukses selalu olahraga Indonesia @sctv @turnamenolahragaselebritiid @rans.sportainment @rans.entertainment 📸 : @feyzheng 😍,personal storytelling
Badminton dimana aja ♥️ Happy new year 2023 😇,no meaningful message
Dari pada sedih lihat tim indo pada gugur 🙈 Mending lihat konten ala ala kita yang banyak ketawanya 🤪 Btw paha gw pegel semua sekarang @serenakani 😏😝,engagement-inviting
Harus di rayakan 🥳🥳🥳 #Badminton #bulutangkis #debbysusanto #video #tipsandtricks #tutorial #gosen #daddies #hendrasetiawan #mohamadahsan,no meaningful message
"Coba bantu hitung guys, kayaknya sih 7 turunan masih ada kembalian kayaknya ya 😌 #badminton #debbysusanto #bulutangkis #anseyoung #gosen #video #receh #ansy #korea #grip #indonesia",engagement-inviting
"percuma, kalau motivasi hanya sekedar jadi motivasi",no meaningful message
izin petentang-petenteng dulu.,no meaningful message
Jadi Manusia BERKELAS di Usia 20an Dengan Modal Berani Doang! | SUARA BERKELAS #60,no meaningful message
"jangan salah langkah. ketik ""kadev"" buat aku kirim link akses @kadevacademy",call-to-action
belajar hidup dari personal branding.,no meaningful message
"Yang mau usaha laundry, coba strategi ini ya #aangpermana #umkm #tipsbisnis #marketing #bisnisonline",engagement-inviting
Yang tertarik cek info nya di link bio ya #aangpermana #umkm #tipsbisnis #usahadidesa #loker,no meaningful message
Mana yang lebih menguntungkan?,no meaningful message
Mana yang lebih menguntungkan?,no meaningful message
Selanjutnya mau bahas apalagi? #strategimarketing #marketing #tipsbisnis #umkm #aangpermana #hpp,engagement-inviting
Selamat 5 tahun CIA nya Biaaa sayaaang🤣🤗❤️,no meaningful message
"Alhamdulillah ke Jogja kali ini bisa sempet ke kajian ustadz @mabduhtuasikal lanjut kenalan, konsul smp makan siang bareng. 2023 berangkat haji bareng, satu maktab, tapi mau nyapa sungkan takut ganggu, krn beliau sedang urus orang tuanya. Udah lama ikut kajian onlinenya, setiap cari apapun tentang islam dari hukum2-ilmu-dalil-hadist-dll @rumayshocom selalu menjadi patokan utama aku. Setelah buka dari Rumaysho baru deh aku baca dari rujukan lain. Bersyukur banget bisa langsung ngobrol santai tapi banyak makna sama pendirinya. Karna jujur selalu iri dengan ahli ilmu dan yang udah banyaaak banget amalan jariyahnya. Semoga bisa kebagian semangatnya terus dalam syi’ar seperti para guru ini, Aamiiinn!! Makasiii @hanungbramantyo udah nemeniiin🤗❤️",personal storytelling
“Iyaaaaa BEYBIIIH” @kana.sybilla !!!!! Ga usah pake baby baby-an deh 🤨🫵 mata2 aku laporan iniiii…,no meaningful message
"Mubeng Beteng 2025. Ada yang khususin ke Jogja nyetir mobil malem2 kelar syuting dan sampai pagi tadi, lalu lusa balik Jakarta demi Nemenin istri nya menjadi turis yang gak kunjung usai 🤭 ...",personal storytelling
"Not Palestinian by birth, But wrapped in their struggle by choice 🤝",no meaningful message
JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅,no meaningful message
pesona mba mba pentol kalimantan🤪 #pentolplatkt,no meaningful message
Nikmati setiap prosesnya🤪 #pentolplatkt,no meaningful message
Wajar gak sih🥵😍 #pentolplatkt,no meaningful message
ruuuunnnn bestie 🤣🏃🏻‍♀️,no meaningful message
POV: ga siap nikah.,no meaningful message
"Sama sama mau aja, biar bahagia 🙃",no meaningful message
"Day 1 ngelamar kerja 👷\nPodcast bareng bang @gepamungkas udah ada di ytb arafahrianti, jangan lupa nonton yaaaa!! ✨🥰",engagement-inviting
SUAMI 👨 PELIT 💶❌,no meaningful message
Bersama 4 laki-laki dewasa ✨🫩,no meaningful message
Eitssss ga kena🗿,no meaningful message
BMW Efisien 🗿,no meaningful message
86 is back adik adik🗿,no meaningful message
orang kok bingung 🗿,no meaningful message
mobil kok ramah di kantong 🗿,no meaningful message
"These wings may be crafted, but the strength they represent is real. My hands may be gentle, but my spirit is fierce. No longer just ‘me’ but proudly call my self a ‘Mother’ ...",personal storytelling
Ada ibu ibu guys,no meaningful message
📍Radisson Blu Resort Maldives — where our babymoon turned into a memory of a lifetime.,no meaningful message
"Thank you for all these beautiful pregnancy moments—kalo bukan sama kamu, pasti beda lagi ceritanya. Cheers to more new journeys ahead, together ❤️",personal storytelling
