comment,predicted_label,confidence
jambak aja mulut nya 😅🤪,relatable engagement,0.446
Well said 🙌,supportive sentiment,0.6548
Jabar & J-Team 😂,spam or irrelevant,0.252
Pas di komen Katanya Prestasi karena organisasi nya Mendunia 😂😂,relatable engagement,0.5062
bener banget bang.. saya sebagai pekerja di Jepang malu melihat tingkah seperti itu,relatable engagement,0.7663
Setuju,passive engagement,0.8241
biasanya yg kaya gitu suka bilang 'buat apa sekolah tinggi tinggi. gajinya kalah sama kuli' padahal manner mereka sendiri minus,relatable engagement,0.5984
Jabar wk,spam or irrelevant,0.5486
Kalo dirantau itu cari aman dulu aja niat cari uang bukan unjuk gigi,relatable engagement,0.5447
Pernah liat ada di artikel di forum Jepang pada pengen mreka di deportasi. Asli emosi bgt bakalan dampak sama org kita yg mau masuk ke Jepang ini mah 😢,relatable engagement,0.9022
"Udah dari dulu yg beginian ada, tapi ga ada perbaikan aja. Masak di Krl jepang ada yg naikin kaki ke bangku sambil ngobrol rame rame, pas mau sholat ied banyak puntung rokok berserakan di jalan,set dah malu2in pol",relatable engagement,0.8369
"SDM rendah' mah ketinggian, lebih tepatnya 'KAMPUNGAN'",spam or irrelevant,0.426
Pas di komen Katanya Prestasi karena nya Mendunia 😂😂,relatable engagement,0.3698
😍😍😍😍😍😍,passive engagement,0.7755
Beneran donk abang aku udah cobaaa😍😍,product-focused response,0.6251
Wawww magiccccc 🔥❄️,supportive sentiment,0.5245
Mantap..👏,supportive sentiment,0.8831
dokter Iman ke ni😍,supportive sentiment,0.8684
Tar mau praktek dah,relatable engagement,0.6617
Ayo saranin aku prodak apa yg harus ku eli pangeran.,product-focused response,0.4433
😍,passive engagement,0.4973
😂😂😂😂😂,passive engagement,0.3428
"Edaayyyku gemess banget sih! Hahaha, besok telfonan lagi yaa sore2 *Tacutt abis ini digeruduk deterjen hahaaaa",relatable engagement,0.5223
Betul. Coba kalo makan sayur and buah . Muka jd cerah kulit halus.,relatable engagement,0.7064
Sama 😂😂 setelah clean food bertahun-tahun kemarin iseng cobain makanan badanku merah semua 😂 kok bisa gitu yaa?? Ke dokter kata dokternya alergi. Tapi orang sekitar malah mikir aku sakit terus disuruh makan terus😢 padahal aku kalau makan makanan yg mereka makan langsung merah2 badan. Jelasinnya bgimana?,relatable engagement,0.7932
Apa apaan isi komennya dawg 💀,relatable engagement,0.448
Makanan seberpengaruh itu ya🔥,product-focused response,0.3993
Bnerr bngt mood akan berubah kek ngga ngrasa bersalah kalau makanan sehat tuhh,supportive sentiment,0.9285
Bentuk lagi v shape nya biar kaya pemain2 luar,spam or irrelevant,0.4166
Ngilangin pake treatment apa bang,product-focused response,0.455
Laki2 kalo burung kecil malu nggak sih soalnya punya suami kecil bgt jadi ga kerasa kalo lagi main ditambah durasinya juga galama😥😭🙏,spam or irrelevant,0.5069
Ternyata sengaruh itu y makanan,product-focused response,0.5125
Perut gk sixpect tapi gak buncit. Bisa gitu ya.🔥,supportive sentiment,0.7177
Itu alergi namanya.,relatable engagement,0.6027
exactly,passive engagement,0.6607
Cwo semua😂😂,spam or irrelevant,0.2605
😍😍😍😍 negangin,spam or irrelevant,0.7137
Ugh pntingnya😍😍,spam or irrelevant,0.6079
Eh eh,spam or irrelevant,0.3531
Sexy,spam or irrelevant,0.3564
Gak cocok susu gym nya tuh,spam or irrelevant,0.4593
roid,spam or irrelevant,0.3449
"Makan ikan teri di bikin tempe orek bareng tempe makan Mulu , jerawat sih gatel pada nongol 😂",relatable engagement,0.8377
Mataku😭😭😭😭,relatable engagement,0.5664
Pengen cabut bulunya 😢,relatable engagement,0.5542
"Yang komen banyak lakik anj, komunitas berak lancar 😭",relatable engagement,0.7276
putting nnjol bgt 😮,spam or irrelevant,0.5898
Gass teteh ikut putri Indonesia jabar,supportive sentiment,0.5736
"Mmbi 2024 teh, sudah siap merealisasikan show your crown itu yg pernah @nitaoktarr ucapkan di episod queen bee?",social virality,0.6213
Semangat ya kk 🥰,supportive sentiment,0.8932
Join @missuniverse_id yukk nita,social virality,0.6222
Mahal bener teh Nita ❤️😍,supportive sentiment,0.8846
Kak cantik cek DM plisss 😭,spam or irrelevant,0.427
Cantiknya 😍,supportive sentiment,0.5518
Mana nih yg dulu bilang kalo ka nita ga ada muka model nya 😂 @tiffany_jolie,social virality,0.4804
"Hallo kak..🤗 Mampirin cek koleksi homegoods kami yukk. Aneka piring keramik estetik untuk rumah tangga; hamper/parcel/ kado; souvenir dan usaha culinary. Menjelang Ramadhan & Idul Fitri 2023, kini kami juga menghadirkan hampers2 koleksi terbaru. 🙏 Yuk cek HIGHLIGHT kami atau klik link di BIO untuk katalog nya:) Salam, @itshomegoods",spam or irrelevant,0.3542
Kak nita joint us dong @missuniverse_id,supportive sentiment,0.6415
Yang paling aku suka dari kak nita itu attitude nya bagus bgt ❤️ kalau orang jawa bilang lembah manah.,supportive sentiment,0.517
Dear cek DM kami yaa🥰🥰,spam or irrelevant,0.8743
Ini mh pasti FCO teteh... Suka teh nita. @oddyananta @vinthadevina,social virality,0.5431
Bengong aja cakep heran kakkk,supportive sentiment,0.5618
@producernl_v3p lagi nunnguu pintu,social virality,0.3457
@,spam or irrelevant,0.3426
Mani campernik teh nita😍,supportive sentiment,0.6438
Kaya gini di anak tirikan di intm 😂 elegan bgt padahal,supportive sentiment,0.8341
Cantik bgtt ka nitaa ❤️🔥,supportive sentiment,0.8255
😍😍👏👏,passive engagement,0.649
Tetehhh🔥🔥,passive engagement,0.8049
Pangling 😍,passive engagement,0.6088
Cantik bgt astaga,supportive sentiment,0.8759
Teh join Pageant Please,supportive sentiment,0.5986
Plis cantik beut,supportive sentiment,0.786
"Cusss,, Beauty Pageant,,",supportive sentiment,0.4693
❤️❤️❤️❤️,passive engagement,0.7609
cakep bgt astaga,supportive sentiment,0.5956
Emng bener punya bestie meledagggg parahh🔥,relatable engagement,0.7322
Teteh.... ikutan peagent please... meuni geulis campernik... 😍😍😍😍,supportive sentiment,0.5268
AYOO NITA JOIN PAGEANT,supportive sentiment,0.5934
Twins @andina_julie,social virality,0.4051
MODEL OF THE DAY !!!!,supportive sentiment,0.4722
❤️❤️❤️❤️❤️,passive engagement,0.6753
"@patriciagouw cipat pengen ikut 0,5🤣",social virality,0.5997
Great 😍👌👍🌹,passive engagement,0.8722
lu punya muka gede amat cii @patriciagouw,social virality,0.4358
BEEEEEEEST Neng Nita ❤️❤️❤️,supportive sentiment,0.8702
Stunning ❤️❤️❤️❤️❤️,supportive sentiment,0.8777
❤️❤️,passive engagement,0.6768
Kereeeeeen,passive engagement,0.7903
Gaskeunnn neng ❤️,supportive sentiment,0.7845
Gileeeeeeeeee 🔥🔥🔥,supportive sentiment,0.9125
Kece parah😍❤️,supportive sentiment,0.8467
Cantik bgtttt,supportive sentiment,0.3698
Nails!💅🏼🔥,supportive sentiment,0.5277
Tangan nya panjang banget 😍,supportive sentiment,0.4998
Gak ah. Baju Nita terlalu kebuka,spam or irrelevant,0.4358
Omg🔥😍❤️,passive engagement,0.8586
hruz nx yg juara 1 kmarin kak @nitaoktarr bkan si sarah klau nita aura nx kluar bnget attitude nx jg ok😂 mungkin uda rezeki si @sarahtumiwa 😂,product-focused response,0.6158
@rizkisujati_ @jajangosuhe__ PI Jabar 2023 Kita 🔥,social virality,0.5382
Puteri Indonesia Jawa Barat 2023🔥🔥🔥🔥 bismillah @nitaoktarr gass keun neng,supportive sentiment,0.4362
ulala 😍,passive engagement,0.7127
OMG di blkg ada Ci @patriciagouw,product-focused response,0.3368
"Kereeeen, Lebih keren lagi tangannya tolak pinggang kata aku mah 😁",product-focused response,0.6093
keren bangetttt,supportive sentiment,0.703
😍😍😍 kece Nita,supportive sentiment,0.8143
Wahhh keren bangef nita sukses ya sayang🥰,supportive sentiment,0.9234
Lesbi..lesbi…,spam or irrelevant,0.4572
🩶🩶🖤🧡,passive engagement,0.7378
Nice pict 🔥🔥,supportive sentiment,0.4345
Nita ini manisnya kek almrhma vanessa🥺. Kok kalau liat k nita ada sdkit mirip2 almrhma vanessa anggel🥺,relatable engagement,0.6393
Ayo comeback @nitaoktarr 😍👏,supportive sentiment,0.7044
❤️❤️ Selalu Memberikan Yg Terbaik Di Setiap Efisode nya Challge2 selalu di Lewati Dgn usaha dan Kerja kerasnya. bangga Bangett ❤️ semoga Sukses Di Dunia Modelling Yaa neng nitaa.😍🔥🤗,supportive sentiment,0.8527
Malass nntn intm lg krna gk ada nita..,relatable engagement,0.3864
"Not fair, padahal performance nita bgus bgt catwalk jg bagus bgt😢",relatable engagement,0.5525
Masih ga nyangka ko bisaa nita yang keluar 😭😭😭😭 jagoan gue 😭,relatable engagement,0.4821
"You did great job teh nita, apapun yang terjadi Tuhan ga tidur, moga teh nita bisa dapet berkah dan rezeki lebih banyak kedepanya aamiin👍👍",supportive sentiment,0.9361
Semangat teteh 😢,supportive sentiment,0.7329
ANDALANKU PADAHAL 🥲🥲,relatable engagement,0.7633
"semangat terus ya @nitaoktarr ,see in runway",supportive sentiment,0.6347
Nitaa.. Kmu bner2 deserve bgt masuk top 3,supportive sentiment,0.8564
Knp baru sadar ya mukanya dia mirip Kim Kardashian,relatable engagement,0.8045
👏👏👏,passive engagement,0.5969
"Hello, nama saya Rai, manager dari Ascen Management. Kalau boleh tau apakah kakak tertarik buat ikutan agency saya kak? Ditunggu kabar baik dari kakak ya. We would love to have you on our family. Ditunggu ya kak 🙏🏻❤️",product-focused response,0.7724
"aku pdamu nitaaa, semoga sukses diluar intm kamu hebat",supportive sentiment,0.8998
Komennya dari akunnya Nita semua smgt usaha MUAnya gwe doain sukses Kaya Ilene sekali2 collab sama Ci Ilene kan dia basednya Bandung-Bali,supportive sentiment,0.8539
Nita 😭😭,relatable engagement,0.6101
Proud of u kak nitaaaaa ❤️👏,supportive sentiment,0.8921
Nita semoga suksesss. 🔥aamiin proud of u! Makasih uda jdi orang baik yaa❤️,supportive sentiment,0.931
Ga iklas,supportive sentiment,0.6248
😢❤️❤️❤️,passive engagement,0.5149
LUUUUVV❤️,passive engagement,0.8177
Klo jadi selebriti pantes banget jir,spam or irrelevant,0.3391
❤️❤️❤️,passive engagement,0.7076
WELCOME back canttikkk @nitaoktarr ❤️❤️❤️,supportive sentiment,0.7679
Sedih bangat kak nita harus pulang tapi tetap semangat ya semoga bisa lebih sukses lagi kedepan nya❤️❤️,supportive sentiment,0.9012
😢😢🔥,passive engagement,0.5186
.,passive engagement,0.472
😍😍🔥,passive engagement,0.5309
Mu or MGI?,spam or irrelevant,0.303
"Keren, cakep, ayu, berwibawa, cantik, pokoknya paket lengkap😍❤️",supportive sentiment,0.7529
menyala🔥🔥🔥,supportive sentiment,0.558
Keren banget😭🔥🔥🔥🔥🔥,supportive sentiment,0.7891
Gong Nita cantik ❤️,supportive sentiment,0.7906
Cantiknyaa😍,supportive sentiment,0.6113
masyaallah cantiknyaaa😍❤️,supportive sentiment,0.75
Cantik indonesia,supportive sentiment,0.4558
Adat bali ya teh?😍😍,supportive sentiment,0.701
Keren 😍,supportive sentiment,0.6301
syantiknyaaa cygkuuu❤️,supportive sentiment,0.6347
Stunning as always ❤️,supportive sentiment,0.7554
wihhh ada wajah nya di Billboard,relatable engagement,0.5319
@nitaoktarr meet up dekat banget lokasina,relatable engagement,0.8642
Da ceuk aku mah bisa lah ke pi atau Mw,passive engagement,0.3907
GONG🔥👏,supportive sentiment,0.7605
June 14,spam or irrelevant,0.5138
Mau ya meet up di acara yg digaruda 5 menit aja hehehe,spam or irrelevant,0.6426
best sih ❤️❤️,supportive sentiment,0.8615
It's so nice to meet and be co-op with you Kakk✨ Thank you so muchhh,supportive sentiment,0.8537
June 6,spam or irrelevant,0.4941
Cek dm sis,spam or irrelevant,0.7006
Kak @tiffanyfani cantik banget suka 🥺❤️❤️,supportive sentiment,0.8829
BISA BISANYA😭,relatable engagement,0.4964
😭😭😭😭😭❤️❤️❤️❤️,passive engagement,0.5066
"mbak , aku iri mbak aku bilang , aku jujur",relatable engagement,0.7578
Nangisss bgttt😭mengirii🥺,relatable engagement,0.4064
KAKKKK IRIIII,supportive sentiment,0.4469
"Gak pingsan kak? Ya ampun hadap\an gitu lagi 😭""",relatable engagement,0.7314
💙,passive engagement,0.6594
@sahe.laa woyy beneran,social virality,0.4821
keren poll,supportive sentiment,0.596
Keren bangettttt! 🔥🔥,supportive sentiment,0.7776
👏👏👏👏,passive engagement,0.6365
Waaaaaaaa 👏👏👏👏👏👏,passive engagement,0.8338
Keren tiff 😍,supportive sentiment,0.6887
I didn't know that Neck Deep is well known in Indonesia!,passive engagement,0.3887
Kerenn bgt kamoh 😍😍,supportive sentiment,0.8242
"Respect bgt sama mereka, ngangguk-ngangguk dengerin tif ngomong. Kaya bener-bener serius & niat ya.",supportive sentiment,0.7129
Keren bgtt,supportive sentiment,0.4739
kerennnn🔥,supportive sentiment,0.7608
😍😍😍kerenciii,supportive sentiment,0.8162
FANIII KEREN TERUUSSS 🔥,supportive sentiment,0.7985
Apa boleh sekeren ini Tiff 👏❤️,supportive sentiment,0.7304
Kok bisa keren sih Tifff???? 🙌🙌🙌,supportive sentiment,0.7606
Ga ngerti bahasa enggresss 🔥👏,spam or irrelevant,0.4729
🙌🙌🙌,passive engagement,0.6586
Lets make pop punk great again🤣🤪,supportive sentiment,0.8477
Kak keren 🔥🔥🔥,supportive sentiment,0.8574
aku kalo jd kakak nya nangis tekewer kewer 😭,relatable engagement,0.7322
OMGGG❤️,passive engagement,0.7789
super kerennnnn,supportive sentiment,0.6063
Privilege banget ya kak tifa 😂,supportive sentiment,0.6507
didoain ntar interview dreamies ka tiff,supportive sentiment,0.5724
우와앙!!! Kereeen 👏,supportive sentiment,0.7768
Nangiss😭😭😭 apa rasanya deket eunil kak😭,relatable engagement,0.7713
Wanjir ka tiffff daebakkk,supportive sentiment,0.5939
Keren ci tiff💗💗,supportive sentiment,0.8545
Aaakk gemoyy,supportive sentiment,0.6831
😍KERENNN kaa,supportive sentiment,0.6291
❤️❤️❤️❤️❤️❤️,passive engagement,0.5983
Dek Tiffany...keren❤️,supportive sentiment,0.8044
OMG 🔥🔥🔥🔥 kak Tiff keren bgttt❤️,supportive sentiment,0.7241
Kereeen Tifff ❤️👏,supportive sentiment,0.7996
kereeennnn tiffanyyyyy 😍🫶,supportive sentiment,0.5774
🙌🙌🙌🙌,passive engagement,0.757
tiffanny so kewllll 😍,supportive sentiment,0.6793
Congratzzzz🔥🔥 next nct amen 😍😍,supportive sentiment,0.8771
🔥🔥🔥🔥🤎🤎🤎🤎🤎,passive engagement,0.3439
Akhirnya kak tiff moga next nya bisa bareng @nct127,supportive sentiment,0.5257
Akhirnya kak tiff moga next bisa bareng @nct_dream yak ❤️,supportive sentiment,0.6292
❤️❤️❤️❤️aaawwwww,passive engagement,0.6852
"Kak Tiff aja udah kya eoniee koreaa, gemeshh😍",supportive sentiment,0.5441
Nahhhh..ditunggu foto berikutnya yg spt gini lagi ya ama group2 lain,supportive sentiment,0.6505
Waduh the first war sndiri gugup juga .. 😅,supportive sentiment,0.7017
"Doakaaan akuu tanggal 4, gantiaan war DREAM🔥 semogaa dapett",relatable engagement,0.8754
cat mana kakkk?? tdsnya??,product-focused response,0.2743
Kak day berapahh kamj,product-focused response,0.3783
@tiffanyfani 🔥,passive engagement,0.3724
👏👏👏👏👏🔥🔥🔥😍,passive engagement,0.5097
self development class?😍,passive engagement,0.6811
Kereeen 🔥🔥🔥,supportive sentiment,0.6822
kelas modelling buat anak2 yaaaaa???,product-focused response,0.3201
🔥🫶,passive engagement,0.4045
Model class kak tiff???😀,relatable engagement,0.4925
Habis berapa kak?,relatable engagement,0.3513
Cantik banget sih kak 😍,supportive sentiment,0.7761
"kak, kamu udah keliatan cooltone di awal reels 😭",relatable engagement,0.645
Bayar berapa wee,product-focused response,0.347
Harganya berapa kak?,product-focused response,0.3965
Harganya brp ya kak? @colorharmony.id,product-focused response,0.4938
Info harga kak,product-focused response,0.469
Personal color lihat skintone ? Soalnya undertone cool cuman skintone skrg antara natural dan warm,product-focused response,0.6049
Harga brp ya,product-focused response,0.3017
"Yaampun PGN bgtt tapi mehong ya say selalu bingung setiap mau beli shade cushion, lipstick atau blush on paling ribet karena susah nyari warna yg cocok aku mikir medium skintone warn undertone GK tau juga bener enggak nya😂😂😂",relatable engagement,0.565
wahh berapaan inii??,product-focused response,0.3578
Di tasik atau bandung ada ga?,product-focused response,0.3752
Harganya berapa?,product-focused response,0.3553
brp ya,product-focused response,0.3937
Pricelist nya kak,product-focused response,0.6443
Spill harganya jugaa😍,product-focused response,0.5021
Aku pengen juga 😢 hasilnya di kamu bagoos😍,product-focused response,0.55
Berapa ya konsultasinya? Duh jd gk sabar pulang k bdg..,product-focused response,0.5499
berapa duit si sumpaahhh,product-focused response,0.4711
Brp kak ?,product-focused response,0.3491
Berapaan ini kak?,product-focused response,0.3255
info harga kaa,product-focused response,0.4781
brpa kak?,product-focused response,0.3752
Iiihhh cantiiikkkkk,supportive sentiment,0.7301
Berapaan kaa?,product-focused response,0.3536
info PL plisss😭😭,product-focused response,0.5235
Harga cek personal colornya berapa kak,product-focused response,0.2791
Beneran banget deh ini,product-focused response,0.7226
Ini berapa ya klo cek lengkap gitu?,product-focused response,0.4002
harganya brp kak?,product-focused response,0.4087
Harganya klo sekalian sma make up brp kak?,product-focused response,0.4389
@iamevd coba ajh dl,social virality,0.5151
"Cek harga dong, sm lokasi mana",product-focused response,0.3261
ka cek dm,product-focused response,0.4986
kaaa cek dm ya aku butuh buat briesmaid,product-focused response,0.4071
Harganya berapa kakk,product-focused response,0.3102
info harga dong,product-focused response,0.5463
Harga brp?,product-focused response,0.3674
Cek harga kak 🙌,product-focused response,0.681
Harga kak?,product-focused response,0.3427
Brp nih,product-focused response,0.5079
ihh berapaa yaaa,product-focused response,0.2822
"Izin save dan share, makasih. Maaf telat bilang. Karena udah di download duluan. 🙏",relatable engagement,0.932
@zal_ya12,social virality,0.4835
Mirip teh @itsrossa910,social virality,0.9159
Aku pengikut setia kakak dari 2020 sampe sekarang ga pernah bosan😍❤️,supportive sentiment,0.6941
Tolong ya kak bikin review lipen yang bisa diikuti…. ini bentuk bibirnya aja udh curang bentuknya 🥲🥲🥲,relatable engagement,0.5661
aku juga jd sering pke teknik ini lbih cakepp ahahha,relatable engagement,0.8619
@mikha.dian.77 ngene Iki loh tutor e i cok,social virality,0.5739
😍 masyallah suka,supportive sentiment,0.8136
Anjaaayyy canteekkk kali lah,supportive sentiment,0.8428
U have the perfect bratz lips! 😍,supportive sentiment,0.7531
Sumpah selalu amaze bgt sama hasilnyaaaa😍,supportive sentiment,0.9341
Emang boleh se cantik dan seimut iniii 😭😭😭🥺🥺🥺🥺,supportive sentiment,0.6121
😍👍,passive engagement,0.8042
Kakkk cantik banget 😭🙌💗,supportive sentiment,0.8783
"Gemesh, I love it ❤️",supportive sentiment,0.7039
Bibir tipis sm kecil cuma bisa nyimak😢:(,relatable engagement,0.5611
Kok cakep bnget 😍,supportive sentiment,0.7464
"Douyin douyin, gue yang thin lips malah jadi cosplay make up jeng kelin njir wkwkwkwk 😭😭🤣🤣🤣🤣🤣🤣",relatable engagement,0.4847
Pgn cantik bisa makeup gini ya Allah tp ank 3 butuh satset watwet ank selak ngereog emaknya lama 😢belum lg makeupnya terbatas duitnya buat pempes sufor😂,supportive sentiment,0.5291
Cantik banget,supportive sentiment,0.3002
Miripko we @wulandarita_,social virality,0.5462
Tidak disarankan untuk bibir gelap ya kak?,passive engagement,0.3364
mau beli brush buat bibir gitu namanya apa ya ka?,product-focused response,0.3223
Ka concelernya merk apa & side apa? @ajengptrn,social virality,0.4773
ih results nya cakep ANJAY,supportive sentiment,0.4607
Makan gorengan langsung ilang,supportive sentiment,0.4122
"Kak kalo ngilangin bibir hitam diarea bawah bibir gimana dong, aku gak bis pake lipstik terang gak bakalan kelihatan 😢",product-focused response,0.3217
Kk bibirnyee udh cantik😭,spam or irrelevant,0.3457
Cantik bgt mbak nya 😭,supportive sentiment,0.419
"ingat ya , harus punya bibir bagus kayak kakax , jgn kaya bibir ku yg tebal dan besar 😭",supportive sentiment,0.3684
Bibir tebal hitam nyimak😌,supportive sentiment,0.7239
Kamu cantik bangettt dong 😍❤️,supportive sentiment,0.8899
Gk Cocok Untuk Aku Yg Bibirnya Tipiss🙂,passive engagement,0.6
"Kak spill lipcare dong, bibirnya cakep bgt😭",passive engagement,0.4067
@krsnlesty,social virality,0.5143
Cantik bangetttttt❤️❤️❤️,supportive sentiment,0.885
"Dari kemarin mau coba douyib makeup tapi gagal mulu huuu 😭😭next mau coba tips ini!! Btw kalau ada yang cari Plus Size Premium Underwear langsung dari Jepang, cus cek profil kita ya! 💕",spam or irrelevant,0.4543
Bibirnya sehatt bgttt lohhh😭😭,supportive sentiment,0.569
Softlensnya apa spill dong,product-focused response,0.5783
Bibir kaka sexy bangettt😍,supportive sentiment,0.4789
Kakak nya mirip sama idgitaf deh 🤭,supportive sentiment,0.8381
Wah mau coba biar makeupku makin flawless😍,supportive sentiment,0.7883
"Kaa mo laporan video kaka yg ini aku temuin juga di shopee, kaka main shopee video juga kah?🥲",relatable engagement,0.3309
Cakepp poll,relatable engagement,0.4649
Boleh juga tipsnya 😍😍😍,supportive sentiment,0.7057
"aaaa tertarikkk, mau cobain juga 😍😍😍",supportive sentiment,0.5302
Good day 😁 Please look at the requests I have a great idea for you,spam or irrelevant,0.7733
Spill softlens nya dong kk 😍,product-focused response,0.745
Kak loreal foundie ny shade no brp ya?,product-focused response,0.4596
Cantik kulitnya sis!,supportive sentiment,0.8276
Fondi loreal nomer berapa kak?,product-focused response,0.4878
Kak spill bulumatanya yak ❤️,product-focused response,0.5664
Lipstiknya spill kaa bagus bangett😍,product-focused response,0.3294
Suka bangettt ma makeup nya..udah cantik makin cantikkk ❤️❤️😍,supportive sentiment,0.8794
Soflensnya pake apa,product-focused response,0.7739
Cakep bgt kulitnyaa,supportive sentiment,0.4336
Dmn beliny kak ?,product-focused response,0.3615
Terima kasih izin simpan,supportive sentiment,0.926
salfok pas bareface kulitnya cakep bgt😭😭,relatable engagement,0.5005
"Cantik bgt, pake softlens apa kakk???",product-focused response,0.3002
teh @ekafazya kok miripp wkw,social virality,0.928
Open Jasa Gestun ... insyaAllan amanah 💖,spam or irrelevant,0.5206
Sayang ada niacin-nya😢 gw alergi,relatable engagement,0.6314
🥺 cakep,relatable engagement,0.4123
Spill lip care dong ka,product-focused response,0.3556
Kakaknyw cantik banget,supportive sentiment,0.5032
Tadi apa kak foundinya ? ❤️,product-focused response,0.7164
"Niacinamide gel ada residu putih ka. Kyknya exfo krn kk gosok2, tp yg putih-putih itu residu niacinamide.",product-focused response,0.498
Curly rambut nya beli di manaaaaa spill link dong kaaaakkkk 😭😭,product-focused response,0.4556
Lip productnya apa kaa?,product-focused response,0.4068
kak bkin untk curly di kepala itu brp yah? beli dmn?,product-focused response,0.33
Belum pernah cobain foundationnya L'oreal tapi udah pernah cobain two way cake nya aja,product-focused response,0.5514
"Blm pernah coba aku, next aku coba deh aku jg lagi belajar makeup ,,🤗🤗",relatable engagement,0.4225
Mukanya sehat banget kakk😍😍,supportive sentiment,0.8113
Totorial rambut nya kak,product-focused response,0.3367
Kak Lt pronya di mixing sama fodition merek apa kak?,product-focused response,0.3682
Spill bulu matanya kak😍😍😍,product-focused response,0.4798
"Kakk pakaaii softlenss apaah, spill dong mau untuk wisuda jugaa😍😍",product-focused response,0.4131
Waw ini @sundaywithchu @pitscraft,social virality,0.3985
@unhywahid_makeup,social virality,0.3836
Untuk kulit sensitif cocok gaa kak?,product-focused response,0.331
WOWW suka banget dehh sama finish nyaa 🫶🏻✨ blurring gtu yaa kak ?,product-focused response,0.7036
smooth banget gaksihh😍,supportive sentiment,0.8162
yaampunn efek blurringnya mantep banget kak inii 😍❤️,supportive sentiment,0.4781
Kok aku tertarik banget yaa,relatable engagement,0.5637
Eh asli aku kepo bgt sama bedaknyaaa😮,product-focused response,0.4657
kaput tau ga cara ngatasin crack di smile lines? tiap mekap aku selalu crack disitu :(,product-focused response,0.5107
Belom kesampean bgt nyobain ini dah gua,relatable engagement,0.3529
"Pernah punyaa, emang buaguss bangeett aku sukaa 🥹🥹🫶🏻",relatable engagement,0.722
Blurring bgt hasilnya😍😍,supportive sentiment,0.7789
Nolong bgtt buat pori-poriku yg segede bage,supportive sentiment,0.6808
Kali pertama denger CCKB😂👏,supportive sentiment,0.3212
KAKKKKK😭😭😭😭😭😭😭,passive engagement,0.4839
singkatan buatanmu sendiri😭😭😭😭,supportive sentiment,0.3512
I tried this as a brewer last summer and made a post about it. Fun to see the level you have taken it to ☕️🙌🏽,relatable engagement,0.4677
niceee!🙌,passive engagement,0.8302
😮😮😮,passive engagement,0.3083
👏🏼👏🏼,passive engagement,0.6091
Tolong @ikea_id ini gimana ??? 😂🙏,supportive sentiment,0.8055
"Pernah nemu ini di ikea, dan kepikiran jadiin dripper… ehh beneran bisa ya ternyata? Hahaha besok coba ah",relatable engagement,0.6018
That’s pretty impressive for what it is 👏 next time write to us and we will try to help out with sponsorship 😉,supportive sentiment,0.7617
Favorit gw ini 👍🏻,supportive sentiment,0.7261
Utk kertas filter nya pakai apa ya? Apakah ada rekomendasi? Kertas model v60 ngga bisa nempel semua,product-focused response,0.3046
🥹🥹🥹🤩🤩🤩👏👏👏 ¡Conmadreeee!,spam or irrelevant,0.8096
"Sudah sya duga benda di kecil di rumah mama saya bisa buat kopi enk ❤️👏😂,",relatable engagement,0.6305
Apakah corong ikea akan sold out habis ini,relatable engagement,0.4197
Kertasnya pake kertas roti gitu juga gak? Lebih ga realistis harga kertas kalo ditimbang² 🤪🤣,supportive sentiment,0.3485
Legend ah bro!!! ✨🔥❤️,supportive sentiment,0.783
"bener bener penuh inovasi, otw ikea ini mah wkwk",relatable engagement,0.5916
"@faqihmr_ masih mainstrem ini brader, kasiih faham @faqihmr_",social virality,0.4948
Safety wise gimana ko? Aman kena panas kah?,product-focused response,0.3557
@embrewdo_jerico,social virality,0.6474
"Muantab. Emang bagus konsepnya utk kerek balik penyeduh balik ke akar. Engga usah susah susah ternak dripper utk merubah beans puntang dipunya jadi geisha. Fokus kembangin fundamental dan skills. Sebelum geser dripper lain yg beda fungsi. Oiya bang jhon, itu paper filternya cuman cocok pakai yg dipunya ufo aja ya? Tapi seru klo dibahas di video sih ini. Gegerkan lagi dunia seduh kopi indo setelah digoyang2 sama dripbag dan air supermarket bisa juara 1 lomba seduh kopi regional",relatable engagement,0.6465
"Sedikit lebih beda, lebih baik daripada sedikit lebih baik\ #Kata Seth Godin @jhonrchristhoper 💪""",social virality,0.9651
Otw IKEA 🤣,relatable engagement,0.3483
Why not ☕,relatable engagement,0.5156
This will be a yellow trending 😂,relatable engagement,0.6222
@unjovenguayoyo @adams_ln_ y nosotros gastando arta plata pa competir,spam or irrelevant,0.6499
Hormat suhu,supportive sentiment,0.7947
Auto cek ikea online,product-focused response,0.3816
Gokillll,supportive sentiment,0.563
nice bor,supportive sentiment,0.4957
Bener bener lu mah😂,relatable engagement,0.5719
Gong gong gong,supportive sentiment,0.4273
Bocah ajaib using corong ajaib 🥹,supportive sentiment,0.3604
"Awal taun, ada aja gebrakannya 🔥",supportive sentiment,0.7502
Sick,passive engagement,0.376
Gokil😂,passive engagement,0.3785
gua kira gimmick anjir,social virality,0.3665
Baru tau itu corong 😂,supportive sentiment,0.3498
Sale corong ikea 📈,product-focused response,0.5395
@negabite @antonio3077,social virality,0.7806
@auliarachmanzikri @ari_lew11,social virality,0.5429
Out of the box 🔥,supportive sentiment,0.3272
👏👏👏🔥,passive engagement,0.4293
@mmmnnnulll 🔥 cek bro,social virality,0.5839
👏,passive engagement,0.4652
